CMDLINE /oscar/home/ndilullo/work/tensorflow.venv/bin/python memprof.py
MEM 4844.597656 1772130726.2371
MEM 4870.597656 1772130726.3375
MEM 4896.597656 1772130726.4378
MEM 4922.597656 1772130726.5382
MEM 4948.597656 1772130726.6385
MEM 4974.597656 1772130726.7388
MEM 5000.597656 1772130726.8392
MEM 5026.597656 1772130726.9395
MEM 5044.097656 1772130727.0398
MEM 5054.722656 1772130727.1402
MEM 5080.722656 1772130727.2405
MEM 5106.722656 1772130727.3408
MEM 5132.722656 1772130727.4412
MEM 5158.722656 1772130727.5415
MEM 5184.722656 1772130727.6418
MEM 5210.722656 1772130727.7422
MEM 5238.722656 1772130727.8425
MEM 5264.722656 1772130727.9428
MEM 5290.722656 1772130728.0432
MEM 5316.722656 1772130728.1436
MEM 5342.722656 1772130728.2439
MEM 5366.722656 1772130728.3443
MEM 5392.722656 1772130728.4446
MEM 5418.722656 1772130728.5450
MEM 5444.722656 1772130728.6453
MEM 5472.722656 1772130728.7457
MEM 5481.222656 1772130728.8461
MEM 5500.183594 1772130728.9465
MEM 5526.191406 1772130729.0468
MEM 5552.191406 1772130729.1472
MEM 5580.195312 1772130729.2475
MEM 5602.195312 1772130729.3478
MEM 5626.195312 1772130729.4481
MEM 5652.195312 1772130729.5485
MEM 5678.195312 1772130729.6488
MEM 5704.195312 1772130729.7492
MEM 5730.195312 1772130729.8495
MEM 5756.195312 1772130729.9498
MEM 5784.195312 1772130730.0502
MEM 5810.199219 1772130730.1505
MEM 5836.199219 1772130730.2508
MEM 5862.199219 1772130730.3512
MEM 5888.328125 1772130730.4515
MEM 5912.328125 1772130730.5518
MEM 5916.925781 1772130730.6521
MEM 5942.929688 1772130730.7524
MEM 5968.929688 1772130730.8528
MEM 5995.125000 1772130730.9532
MEM 6021.125000 1772130731.0535
MEM 6047.125000 1772130731.1538
MEM 6075.125000 1772130731.2542
MEM 6101.125000 1772130731.3545
MEM 6127.125000 1772130731.4548
MEM 6153.125000 1772130731.5552
MEM 6179.125000 1772130731.6556
MEM 6205.125000 1772130731.7559
MEM 6231.125000 1772130731.8563
MEM 6259.125000 1772130731.9566
MEM 6285.125000 1772130732.0570
MEM 6311.125000 1772130732.1574
MEM 6337.125000 1772130732.2577
MEM 6363.125000 1772130732.3581
MEM 6365.125000 1772130732.4585
MEM 6391.550781 1772130732.5588
MEM 6417.554688 1772130732.6592
MEM 6443.554688 1772130732.7595
MEM 6469.554688 1772130732.8598
MEM 6495.558594 1772130732.9602
MEM 6521.558594 1772130733.0605
MEM 6547.558594 1772130733.1609
MEM 6575.558594 1772130733.2612
MEM 6601.558594 1772130733.3616
MEM 6627.558594 1772130733.4619
MEM 6653.558594 1772130733.5623
MEM 6679.558594 1772130733.6627
MEM 6705.558594 1772130733.7630
MEM 6731.558594 1772130733.8634
MEM 6757.558594 1772130733.9637
MEM 6783.558594 1772130734.0641
MEM 6790.058594 1772130734.1645
MEM 6811.046875 1772130734.2648
MEM 6839.046875 1772130734.3652
MEM 6865.046875 1772130734.4655
MEM 6891.046875 1772130734.5658
MEM 6917.046875 1772130734.6662
MEM 6943.050781 1772130734.7665
MEM 6969.050781 1772130734.8669
MEM 6995.050781 1772130734.9673
MEM 7021.050781 1772130735.0676
MEM 7047.050781 1772130735.1680
MEM 7073.050781 1772130735.2683
MEM 7099.050781 1772130735.3687
MEM 7125.050781 1772130735.4690
MEM 7151.050781 1772130735.5694
MEM 7179.050781 1772130735.6698
MEM 7205.050781 1772130735.7701
MEM 7227.050781 1772130735.8704
MEM 7233.113281 1772130735.9708
MEM 7259.125000 1772130736.0711
MEM 7285.125000 1772130736.1715
MEM 7311.125000 1772130736.2718
MEM 7337.125000 1772130736.3722
MEM 7363.125000 1772130736.4725
MEM 7389.125000 1772130736.5728
MEM 7415.125000 1772130736.6732
MEM 7441.125000 1772130736.7735
MEM 7467.125000 1772130736.8738
MEM 7493.125000 1772130736.9742
MEM 7519.125000 1772130737.0745
MEM 7545.125000 1772130737.1748
MEM 7571.125000 1772130737.2752
MEM 7597.128906 1772130737.3755
MEM 7623.128906 1772130737.4758
MEM 7642.628906 1772130737.5762
MEM 7650.917969 1772130737.6765
MEM 7676.921875 1772130737.7768
MEM 7702.925781 1772130737.8772
MEM 7728.925781 1772130737.9775
MEM 7754.925781 1772130738.0778
MEM 7780.925781 1772130738.1782
MEM 7806.925781 1772130738.2785
MEM 7832.925781 1772130738.3788
MEM 7858.925781 1772130738.4792
MEM 7884.925781 1772130738.5795
MEM 7910.925781 1772130738.6798
MEM 7936.925781 1772130738.7802
MEM 7962.929688 1772130738.8805
MEM 7988.929688 1772130738.9808
MEM 8014.929688 1772130739.0812
MEM 8040.929688 1772130739.1815
MEM 8055.429688 1772130739.2818
MEM 8070.605469 1772130739.3822
MEM 8096.609375 1772130739.4826
MEM 8122.613281 1772130739.5829
MEM 8148.613281 1772130739.6833
MEM 8174.613281 1772130739.7837
MEM 8200.613281 1772130739.8840
MEM 8226.613281 1772130739.9844
MEM 8252.613281 1772130740.0847
MEM 8278.613281 1772130740.1851
MEM 8304.613281 1772130740.2854
MEM 8328.613281 1772130740.3858
MEM 8354.613281 1772130740.4862
MEM 8380.613281 1772130740.5865
MEM 8406.613281 1772130740.6868
MEM 8432.613281 1772130740.7872
MEM 8458.613281 1772130740.8875
MEM 8465.113281 1772130740.9878
MEM 8488.300781 1772130741.0882
MEM 8514.300781 1772130741.1885
MEM 8540.300781 1772130741.2888
MEM 8566.300781 1772130741.3892
MEM 8592.300781 1772130741.4895
MEM 8618.300781 1772130741.5898
MEM 8644.304688 1772130741.6902
MEM 8670.304688 1772130741.7905
MEM 8694.304688 1772130741.8909
MEM 8720.304688 1772130741.9913
MEM 8746.304688 1772130742.0916
MEM 8772.304688 1772130742.1920
MEM 8798.304688 1772130742.2923
MEM 8824.304688 1772130742.3927
MEM 8850.304688 1772130742.4931
MEM 8876.304688 1772130742.5934
MEM 9381.734375 1772130742.6939
MEM 9971.894531 1772130742.7942
MEM 10576.261719 1772130742.8946
MEM 11136.589844 1772130742.9950
MEM 11678.375000 1772130743.0954
MEM 12287.707031 1772130743.1958
MEM 12842.960938 1772130743.2962
MEM 13412.792969 1772130743.3967
MEM 13976.945312 1772130743.4971
MEM 14553.328125 1772130743.5974
MEM 15127.835938 1772130743.6978
MEM 15677.164062 1772130743.7982
MEM 16257.824219 1772130743.8987
MEM 16839.152344 1772130743.9990
MEM 17422.480469 1772130744.0994
MEM 18053.347656 1772130744.1999
MEM 18759.347656 1772130744.3002
MEM 19471.347656 1772130744.4006
MEM 20185.347656 1772130744.5010
MEM 20891.347656 1772130744.6014
MEM 21603.347656 1772130744.7018
MEM 22315.347656 1772130744.8022
MEM 22651.347656 1772130744.9026
MEM 22731.347656 1772130745.0030
MEM 22847.347656 1772130745.1034
MEM 22939.347656 1772130745.2038
MEM 22995.347656 1772130745.3042
MEM 23011.347656 1772130745.4045
MEM 23029.347656 1772130745.5049
MEM 23093.347656 1772130745.6052
MEM 23093.347656 1772130745.7055
MEM 23111.347656 1772130745.8059
MEM 23119.347656 1772130745.9062
MEM 23125.347656 1772130746.0066
MEM 23125.347656 1772130746.1069
MEM 23125.347656 1772130746.2072
MEM 23167.347656 1772130746.3076
MEM 23167.347656 1772130746.4080
MEM 23203.347656 1772130746.5084
MEM 23207.347656 1772130746.6088
MEM 23213.347656 1772130746.7092
MEM 23219.347656 1772130746.8095
MEM 23235.347656 1772130746.9098
MEM 23235.347656 1772130747.0102
MEM 23297.347656 1772130747.1106
MEM 23299.347656 1772130747.2109
MEM 23301.347656 1772130747.3112
MEM 23312.347656 1772130747.4116
MEM 23365.347656 1772130747.5120
MEM 23389.347656 1772130747.6123
MEM 23389.347656 1772130747.7126
MEM 23389.347656 1772130747.8129
MEM 23389.347656 1772130747.9133
MEM 23429.347656 1772130748.0137
MEM 23433.347656 1772130748.1141
MEM 23433.347656 1772130748.2143
MEM 23433.347656 1772130748.3146
MEM 23433.347656 1772130748.4149
MEM 23477.347656 1772130748.5154
MEM 23477.347656 1772130748.6156
MEM 23477.347656 1772130748.7159
MEM 23477.347656 1772130748.8162
MEM 23493.347656 1772130748.9166
MEM 23493.347656 1772130749.0169
MEM 23521.347656 1772130749.1173
MEM 23521.347656 1772130749.2176
MEM 23521.347656 1772130749.3178
MEM 23521.347656 1772130749.4182
MEM 23557.347656 1772130749.5186
MEM 23565.347656 1772130749.6190
MEM 23565.347656 1772130749.7192
MEM 23565.347656 1772130749.8195
MEM 23565.347656 1772130749.9198
MEM 23595.347656 1772130750.0202
MEM 23615.347656 1772130750.1206
MEM 23629.347656 1772130750.2210
MEM 23629.347656 1772130750.3212
MEM 23693.347656 1772130750.4216
MEM 23693.347656 1772130750.5220
MEM 23707.347656 1772130750.6224
MEM 23707.347656 1772130750.7227
MEM 23707.347656 1772130750.8230
MEM 23707.347656 1772130750.9233
MEM 23707.347656 1772130751.0237
MEM 23751.347656 1772130751.1257
MEM 23751.347656 1772130751.2259
MEM 23751.347656 1772130751.3262
MEM 23751.347656 1772130751.4266
MEM 23757.347656 1772130751.5270
MEM 23795.347656 1772130751.6274
MEM 23795.347656 1772130751.7277
MEM 23795.347656 1772130751.8280
MEM 23821.347656 1772130751.9284
MEM 23821.347656 1772130752.0287
MEM 23839.347656 1772130752.1290
MEM 23839.347656 1772130752.2293
MEM 23839.347656 1772130752.3295
MEM 23839.347656 1772130752.4298
MEM 23883.347656 1772130752.5302
MEM 23883.347656 1772130752.6305
MEM 23883.347656 1772130752.7307
MEM 23883.347656 1772130752.8311
MEM 23883.347656 1772130752.9315
MEM 23885.347656 1772130753.0317
MEM 23919.347656 1772130753.1333
MEM 23927.347656 1772130753.2337
MEM 23927.347656 1772130753.3339
MEM 23927.347656 1772130753.4343
MEM 23949.347656 1772130753.5347
MEM 23949.347656 1772130753.6350
MEM 23971.347656 1772130753.7353
MEM 23971.347656 1772130753.8356
MEM 24013.347656 1772130753.9360
MEM 24013.347656 1772130754.0362
MEM 24015.347656 1772130754.1366
MEM 24015.347656 1772130754.2368
MEM 24015.347656 1772130754.3372
MEM 24015.347656 1772130754.4376
MEM 24059.347656 1772130754.5379
MEM 24059.347656 1772130754.6382
MEM 24059.347656 1772130754.7385
MEM 24059.347656 1772130754.8388
MEM 24077.347656 1772130754.9392
MEM 24079.347656 1772130755.0397
MEM 24103.347656 1772130755.1401
MEM 24103.347656 1772130755.2403
MEM 24103.347656 1772130755.3406
MEM 24103.347656 1772130755.4410
MEM 24141.347656 1772130755.5414
MEM 24147.347656 1772130755.6418
MEM 24147.347656 1772130755.7421
MEM 24147.347656 1772130755.8423
MEM 24147.347656 1772130755.9427
MEM 24191.347656 1772130756.0432
MEM 24191.347656 1772130756.1435
MEM 24191.347656 1772130756.2438
MEM 24205.347656 1772130756.3442
MEM 24205.347656 1772130756.4445
MEM 24235.347656 1772130756.5454
MEM 24235.347656 1772130756.6457
MEM 24235.347656 1772130756.7459
MEM 24247.847656 1772130756.8463
MEM 24269.347656 1772130756.9467
MEM 24269.347656 1772130757.0471
MEM 24279.347656 1772130757.1475
MEM 24279.347656 1772130757.2477
MEM 24279.347656 1772130757.3480
MEM 24279.347656 1772130757.4483
MEM 24303.347656 1772130757.5499
MEM 24323.347656 1772130757.6503
MEM 24323.347656 1772130757.7506
MEM 24323.347656 1772130757.8509
MEM 24333.347656 1772130757.9513
MEM 24333.347656 1772130758.0517
MEM 24367.347656 1772130758.1521
MEM 24367.347656 1772130758.2525
MEM 24397.347656 1772130758.3528
MEM 24411.347656 1772130758.4532
MEM 24411.347656 1772130758.5534
MEM 24411.347656 1772130758.6537
MEM 24411.347656 1772130758.7541
MEM 24411.347656 1772130758.8545
MEM 24455.347656 1772130758.9548
MEM 24455.347656 1772130759.0551
MEM 24455.347656 1772130759.1554
MEM 24455.347656 1772130759.2557
MEM 24461.347656 1772130759.3561
MEM 24461.347656 1772130759.4564
MEM 24499.347656 1772130759.5568
MEM 24499.347656 1772130759.6570
MEM 24499.347656 1772130759.7573
MEM 24499.347656 1772130759.8577
MEM 24525.347656 1772130759.9581
MEM 24525.347656 1772130760.0584
MEM 24543.347656 1772130760.1588
MEM 24543.347656 1772130760.2591
MEM 24543.347656 1772130760.3594
MEM 24543.347656 1772130760.4598
MEM 24587.347656 1772130760.5602
MEM 24587.347656 1772130760.6604
MEM 24587.347656 1772130760.7607
MEM 24587.347656 1772130760.8610
MEM 24589.347656 1772130760.9614
MEM 24589.347656 1772130761.0618
MEM 24631.347656 1772130761.1622
MEM 24631.347656 1772130761.2624
MEM 24631.347656 1772130761.3627
MEM 24631.347656 1772130761.4631
MEM 24653.347656 1772130761.5635
MEM 24653.347656 1772130761.6637
MEM 24675.347656 1772130761.7641
MEM 24675.347656 1772130761.8643
MEM 24675.347656 1772130761.9646
MEM 24675.347656 1772130762.0648
MEM 24675.347656 1772130762.1652
MEM 24717.347656 1772130762.2656
MEM 24719.347656 1772130762.3660
MEM 24719.347656 1772130762.4662
MEM 24719.347656 1772130762.5665
MEM 24719.347656 1772130762.6668
MEM 24721.347656 1772130762.7684
MEM 24763.347656 1772130762.8688
MEM 24763.347656 1772130762.9690
MEM 24763.347656 1772130763.0693
MEM 24763.347656 1772130763.1697
MEM 24781.347656 1772130763.2701
MEM 24781.347656 1772130763.3706
MEM 24807.347656 1772130763.4710
MEM 24807.347656 1772130763.5713
MEM 24807.347656 1772130763.6717
MEM 24809.347656 1772130763.7728
MEM 24845.347656 1772130763.8733
MEM 24851.347656 1772130763.9737
MEM 24851.347656 1772130764.0739
MEM 24851.347656 1772130764.1742
MEM 24851.347656 1772130764.2745
MEM 24851.347656 1772130764.3748
MEM 24895.347656 1772130764.4752
MEM 24895.347656 1772130764.5755
MEM 24895.347656 1772130764.6757
MEM 24895.347656 1772130764.7761
MEM 24909.347656 1772130764.8765
MEM 24911.347656 1772130764.9769
MEM 24939.347656 1772130765.0773
MEM 24939.347656 1772130765.1775
MEM 24939.347656 1772130765.2778
MEM 24939.347656 1772130765.3782
MEM 24973.347656 1772130765.4786
MEM 24973.347656 1772130765.5790
MEM 24983.347656 1772130765.6794
MEM 24983.347656 1772130765.7796
MEM 24983.347656 1772130765.8799
MEM 24983.347656 1772130765.9803
MEM 25027.347656 1772130766.0807
MEM 25027.347656 1772130766.1810
MEM 25027.347656 1772130766.2813
MEM 25027.347656 1772130766.3816
MEM 25037.347656 1772130766.4820
MEM 25037.347656 1772130766.5824
MEM 25071.347656 1772130766.6828
MEM 25071.347656 1772130766.7831
MEM 25071.347656 1772130766.8835
MEM 25071.347656 1772130766.9838
MEM 25095.847656 1772130767.0842
MEM 25101.347656 1772130767.1845
MEM 25115.347656 1772130767.2848
MEM 25115.347656 1772130767.3852
MEM 25115.347656 1772130767.4856
MEM 25115.347656 1772130767.5859
MEM 25115.347656 1772130767.6863
MEM 25159.347656 1772130767.7867
MEM 25159.347656 1772130767.8870
MEM 25159.347656 1772130767.9872
MEM 25159.347656 1772130768.0876
MEM 25165.347656 1772130768.1880
MEM 25165.347656 1772130768.2884
MEM 25203.347656 1772130768.3888
MEM 25203.347656 1772130768.4890
MEM 25203.347656 1772130768.5893
MEM 25203.347656 1772130768.6897
MEM 25229.347656 1772130768.7901
MEM 25229.347656 1772130768.8905
MEM 25247.347656 1772130768.9909
MEM 25247.347656 1772130769.0912
MEM 25247.347656 1772130769.1915
MEM 25247.347656 1772130769.2918
MEM 25291.347656 1772130769.3922
MEM 25291.347656 1772130769.4925
MEM 25291.347656 1772130769.5927
MEM 25291.347656 1772130769.6931
MEM 25293.347656 1772130769.7935
MEM 25293.347656 1772130769.8938
MEM 25335.347656 1772130769.9943
MEM 25335.347656 1772130770.0945
MEM 25335.347656 1772130770.1948
MEM 25357.347656 1772130770.2952
MEM 25357.347656 1772130770.3954
MEM 25379.347656 1772130770.4958
MEM 25379.347656 1772130770.5960
MEM 25379.347656 1772130770.6963
MEM 25379.347656 1772130770.7967
MEM 25421.347656 1772130770.8971
MEM 25421.347656 1772130770.9973
MEM 25423.347656 1772130771.0977
MEM 25423.347656 1772130771.1980
MEM 25423.347656 1772130771.2982
MEM 25423.347656 1772130771.3986
MEM 25467.347656 1772130771.4990
MEM 25467.347656 1772130771.5993
MEM 25467.347656 1772130771.6995
MEM 25467.347656 1772130771.7998
MEM 25467.347656 1772130771.9002
MEM 25485.347656 1772130772.0006
MEM 25485.347656 1772130772.1009
MEM 25511.347656 1772130772.2012
MEM 25511.347656 1772130772.3015
MEM 25511.347656 1772130772.4017
MEM 25511.347656 1772130772.5021
MEM 25549.347656 1772130772.6025
MEM 25549.347656 1772130772.7028
MEM 25555.347656 1772130772.8031
MEM 25555.347656 1772130772.9034
MEM 25555.347656 1772130773.0037
MEM 25555.347656 1772130773.1043
MEM 25599.347656 1772130773.2047
MEM 25599.347656 1772130773.3049
MEM 25599.347656 1772130773.4052
MEM 25599.347656 1772130773.5056
MEM 25613.347656 1772130773.6060
MEM 25643.347656 1772130773.7064
MEM 25643.347656 1772130773.8067
MEM 25643.347656 1772130773.9069
MEM 25643.347656 1772130774.0073
MEM 25643.347656 1772130774.1077
MEM 25677.347656 1772130774.2083
MEM 25677.347656 1772130774.3087
MEM 25687.347656 1772130774.4091
MEM 25687.347656 1772130774.5093
MEM 25687.347656 1772130774.6097
MEM 25731.347656 1772130774.7101
MEM 25731.347656 1772130774.8104
MEM 25731.347656 1772130774.9106
MEM 25731.347656 1772130775.0110
MEM 25741.347656 1772130775.1114
MEM 25741.347656 1772130775.2116
MEM 25775.347656 1772130775.3120
MEM 25775.347656 1772130775.4123
MEM 25775.347656 1772130775.5126
MEM 25775.347656 1772130775.6128
MEM 25805.347656 1772130775.7132
MEM 25805.347656 1772130775.8135
MEM 25805.347656 1772130775.9139
MEM 25819.347656 1772130776.0142
MEM 25819.347656 1772130776.1145
MEM 25819.347656 1772130776.2148
MEM 25858.847656 1772130776.3152
MEM 25863.347656 1772130776.4155
MEM 25863.347656 1772130776.5158
MEM 25863.347656 1772130776.6161
MEM 25863.347656 1772130776.7165
MEM 25869.347656 1772130776.8169
MEM 25869.347656 1772130776.9173
MEM 25907.347656 1772130777.0176
MEM 25907.347656 1772130777.1180
MEM 25907.347656 1772130777.2183
MEM 25907.347656 1772130777.3187
MEM 25933.347656 1772130777.4191
MEM 25933.347656 1772130777.5194
MEM 25951.347656 1772130777.6198
MEM 25995.347656 1772130777.7202
MEM 25995.347656 1772130777.8204
MEM 25995.347656 1772130777.9207
MEM 25995.347656 1772130778.0210
MEM 25995.347656 1772130778.1214
MEM 25997.347656 1772130778.2218
MEM 26039.347656 1772130778.3222
MEM 26039.347656 1772130778.4224
MEM 26039.347656 1772130778.5227
MEM 26039.347656 1772130778.6230
MEM 26039.347656 1772130778.7234
MEM 26061.347656 1772130778.8238
MEM 26083.347656 1772130778.9242
MEM 26083.347656 1772130779.0244
MEM 26083.347656 1772130779.1247
MEM 26083.347656 1772130779.2250
MEM 26083.347656 1772130779.3253
MEM 26125.347656 1772130779.4258
MEM 26127.347656 1772130779.5261
MEM 26127.347656 1772130779.6264
MEM 26127.347656 1772130779.7266
MEM 26127.347656 1772130779.8270
MEM 26127.347656 1772130779.9275
MEM 26171.347656 1772130780.0278
MEM 26171.347656 1772130780.1281
MEM 26171.347656 1772130780.2283
MEM 26171.347656 1772130780.3287
