CMDLINE /oscar/home/ndilullo/work/tensorflow.venv/bin/python memprof.py
MEM 6049.757812 1772130315.0008
MEM 6075.757812 1772130315.1012
MEM 6101.757812 1772130315.2016
MEM 6127.757812 1772130315.3019
MEM 6155.757812 1772130315.4023
MEM 6181.757812 1772130315.5026
MEM 6207.757812 1772130315.6030
MEM 6233.757812 1772130315.7034
MEM 6259.757812 1772130315.8037
MEM 6285.757812 1772130315.9041
MEM 6311.757812 1772130316.0045
MEM 6337.757812 1772130316.1048
MEM 6363.757812 1772130316.2052
MEM 6366.257812 1772130316.3056
MEM 6366.257812 1772130316.4061
MEM 6366.257812 1772130316.5065
MEM 6378.375000 1772130316.6068
MEM 6404.375000 1772130316.7072
MEM 6430.375000 1772130316.8075
MEM 6456.375000 1772130316.9078
MEM 6482.375000 1772130317.0082
MEM 6508.375000 1772130317.1086
MEM 6534.375000 1772130317.2089
MEM 6560.375000 1772130317.3093
MEM 6586.375000 1772130317.4096
MEM 6612.375000 1772130317.5100
MEM 6638.375000 1772130317.6104
MEM 6666.375000 1772130317.7107
MEM 6690.375000 1772130317.8111
MEM 6716.375000 1772130317.9115
MEM 6742.375000 1772130318.0118
MEM 6768.375000 1772130318.1122
MEM 6791.375000 1772130318.2125
MEM 6791.375000 1772130318.3128
MEM 6791.375000 1772130318.4133
MEM 6791.375000 1772130318.5138
MEM 6807.617188 1772130318.6141
MEM 6833.621094 1772130318.7145
MEM 6859.621094 1772130318.8148
MEM 6885.621094 1772130318.9152
MEM 6911.621094 1772130319.0155
MEM 6937.625000 1772130319.1158
MEM 6963.625000 1772130319.2162
MEM 6989.625000 1772130319.3166
MEM 7015.625000 1772130319.4170
MEM 7041.625000 1772130319.5174
MEM 7067.625000 1772130319.6177
MEM 7093.625000 1772130319.7181
MEM 7119.625000 1772130319.8185
MEM 7147.625000 1772130319.9188
MEM 7173.625000 1772130320.0192
MEM 7199.625000 1772130320.1195
MEM 7225.625000 1772130320.2199
MEM 7228.625000 1772130320.3203
MEM 7228.625000 1772130320.4208
MEM 7228.625000 1772130320.5212
MEM 7233.816406 1772130320.6216
MEM 7257.832031 1772130320.7219
MEM 7283.832031 1772130320.8223
MEM 7309.832031 1772130320.9226
MEM 7335.832031 1772130321.0230
MEM 7361.832031 1772130321.1234
MEM 7387.832031 1772130321.2237
MEM 7413.832031 1772130321.3241
MEM 7439.832031 1772130321.4244
MEM 7463.832031 1772130321.5248
MEM 7489.832031 1772130321.6252
MEM 7515.832031 1772130321.7255
MEM 7541.832031 1772130321.8258
MEM 7567.832031 1772130321.9262
MEM 7593.832031 1772130322.0265
MEM 7619.832031 1772130322.1268
MEM 7643.832031 1772130322.2272
MEM 7644.332031 1772130322.3276
MEM 7644.332031 1772130322.4280
MEM 7644.332031 1772130322.5284
MEM 7649.628906 1772130322.6288
MEM 7675.628906 1772130322.7292
MEM 7701.628906 1772130322.8295
MEM 7727.628906 1772130322.9298
MEM 7753.628906 1772130323.0302
MEM 7779.628906 1772130323.1305
MEM 7805.628906 1772130323.2308
MEM 7831.628906 1772130323.3311
MEM 7857.628906 1772130323.4315
MEM 7883.628906 1772130323.5318
MEM 7909.628906 1772130323.6321
MEM 7933.628906 1772130323.7325
MEM 7959.628906 1772130323.8328
MEM 7985.628906 1772130323.9331
MEM 8011.628906 1772130324.0335
MEM 8037.628906 1772130324.1338
MEM 8057.128906 1772130324.2341
MEM 8057.128906 1772130324.3345
MEM 8057.128906 1772130324.4349
MEM 8057.128906 1772130324.5354
MEM 8079.320312 1772130324.6357
MEM 8105.320312 1772130324.7361
MEM 8131.320312 1772130324.8364
MEM 8157.320312 1772130324.9368
MEM 8183.320312 1772130325.0371
MEM 8207.320312 1772130325.1375
MEM 8233.320312 1772130325.2378
MEM 8259.320312 1772130325.3382
MEM 8285.320312 1772130325.4385
MEM 8311.324219 1772130325.5388
MEM 8337.324219 1772130325.6392
MEM 8363.324219 1772130325.7395
MEM 8389.324219 1772130325.8398
MEM 8413.324219 1772130325.9402
MEM 8439.324219 1772130326.0405
MEM 8465.324219 1772130326.1408
MEM 8466.824219 1772130326.2412
MEM 8466.824219 1772130326.3417
MEM 8466.824219 1772130326.4421
MEM 8479.007812 1772130326.5425
MEM 8505.011719 1772130326.6428
MEM 8531.011719 1772130326.7432
MEM 8557.011719 1772130326.8435
MEM 8583.011719 1772130326.9438
MEM 8609.011719 1772130327.0442
MEM 8635.011719 1772130327.1445
MEM 8661.011719 1772130327.2448
MEM 8687.011719 1772130327.3451
MEM 8713.011719 1772130327.4455
MEM 8739.011719 1772130327.5458
MEM 8765.011719 1772130327.6462
MEM 8791.011719 1772130327.7465
MEM 8817.011719 1772130327.8468
MEM 8843.011719 1772130327.9472
MEM 8869.011719 1772130328.0475
MEM 9210.386719 1772130328.1479
MEM 9782.941406 1772130328.2483
MEM 10338.968750 1772130328.3487
MEM 10790.296875 1772130328.4491
MEM 10968.296875 1772130328.5495
MEM 11072.296875 1772130328.6524
MEM 11207.625000 1772130328.7536
MEM 11283.625000 1772130328.8540
MEM 11405.625000 1772130328.9544
MEM 11455.625000 1772130329.0548
MEM 11491.625000 1772130329.1552
MEM 11561.625000 1772130329.2556
MEM 11587.625000 1772130329.3560
MEM 11597.082031 1772130329.4564
MEM 11597.082031 1772130329.5566
MEM 11597.082031 1772130329.6570
MEM 11605.082031 1772130329.7574
MEM 11617.082031 1772130329.8578
MEM 11691.082031 1772130329.9582
MEM 11723.082031 1772130330.0586
MEM 11761.082031 1772130330.1590
MEM 11761.082031 1772130330.2593
MEM 11767.082031 1772130330.3597
MEM 11795.082031 1772130330.4601
MEM 11828.082031 1772130330.5605
MEM 11861.082031 1772130330.6609
MEM 11893.082031 1772130330.7612
MEM 11905.082031 1772130330.8616
MEM 11915.082031 1772130330.9620
MEM 11915.082031 1772130331.0624
MEM 11940.082031 1772130331.1627
MEM 11969.082031 1772130331.2631
MEM 11980.582031 1772130331.3635
MEM 12011.082031 1772130331.4639
MEM 12011.082031 1772130331.5642
MEM 12011.082031 1772130331.6645
MEM 12011.082031 1772130331.7648
MEM 12030.082031 1772130331.8652
MEM 12064.082031 1772130331.9656
MEM 12087.582031 1772130332.0660
MEM 12110.414062 1772130332.1664
MEM 12138.414062 1772130332.2668
MEM 12156.414062 1772130332.3672
MEM 12174.414062 1772130332.4675
MEM 12195.914062 1772130332.5679
MEM 12204.414062 1772130332.6683
MEM 12204.414062 1772130332.7686
MEM 12205.914062 1772130332.8690
MEM 12270.414062 1772130332.9694
MEM 12292.414062 1772130333.0699
MEM 12310.414062 1772130333.1703
MEM 12316.414062 1772130333.2707
MEM 12316.414062 1772130333.3711
MEM 12316.414062 1772130333.4715
MEM 12374.414062 1772130333.5719
MEM 12374.414062 1772130333.6722
MEM 12400.414062 1772130333.7726
MEM 12450.414062 1772130333.8731
MEM 12456.414062 1772130333.9735
MEM 12456.414062 1772130334.0737
MEM 12456.414062 1772130334.1740
MEM 12474.414062 1772130334.2744
MEM 12488.414062 1772130334.3748
MEM 12537.414062 1772130334.4752
MEM 12561.671875 1772130334.5756
MEM 12593.671875 1772130334.6760
MEM 12599.671875 1772130334.7764
MEM 12611.671875 1772130334.8768
MEM 12611.671875 1772130334.9772
MEM 12643.171875 1772130335.0776
MEM 12663.671875 1772130335.1780
MEM 12677.671875 1772130335.2784
MEM 12721.671875 1772130335.3788
MEM 12769.671875 1772130335.4792
MEM 12789.671875 1772130335.5797
MEM 12795.671875 1772130335.6801
MEM 12795.671875 1772130335.7804
MEM 12795.671875 1772130335.8807
MEM 12795.671875 1772130335.9811
MEM 12844.671875 1772130336.0815
MEM 12859.671875 1772130336.1818
MEM 12879.671875 1772130336.2822
MEM 12913.671875 1772130336.3826
MEM 12945.671875 1772130336.4830
MEM 12945.671875 1772130336.5833
MEM 12945.671875 1772130336.6837
MEM 12990.671875 1772130336.7841
MEM 12990.671875 1772130336.8845
MEM 13043.003906 1772130336.9849
MEM 13083.003906 1772130337.0853
MEM 13083.003906 1772130337.1857
MEM 13083.003906 1772130337.2861
MEM 13101.003906 1772130337.3865
MEM 13131.003906 1772130337.4893
MEM 13165.003906 1772130337.5897
MEM 13175.003906 1772130337.6901
MEM 13205.003906 1772130337.7905
MEM 13227.003906 1772130337.8908
MEM 13239.003906 1772130337.9912
MEM 13239.003906 1772130338.0915
MEM 13239.003906 1772130338.1918
MEM 13269.003906 1772130338.2922
MEM 13269.003906 1772130338.3925
MEM 13309.003906 1772130338.4929
MEM 13347.003906 1772130338.5932
MEM 13347.003906 1772130338.6936
MEM 13347.003906 1772130338.7939
MEM 13361.003906 1772130338.8943
MEM 13375.003906 1772130338.9947
MEM 13440.003906 1772130339.0951
MEM 13470.332031 1772130339.1955
MEM 13490.332031 1772130339.2958
MEM 13508.332031 1772130339.3962
MEM 13512.332031 1772130339.4966
MEM 13545.832031 1772130339.5970
MEM 13576.332031 1772130339.6974
MEM 13600.332031 1772130339.7979
MEM 13616.332031 1772130339.8982
MEM 13638.332031 1772130339.9986
MEM 13650.332031 1772130340.0990
MEM 13650.332031 1772130340.1994
MEM 13650.332031 1772130340.2997
MEM 13678.332031 1772130340.4001
MEM 13678.332031 1772130340.5005
MEM 13734.332031 1772130340.6008
MEM 13782.332031 1772130340.7012
MEM 13800.332031 1772130340.8016
MEM 13800.332031 1772130340.9019
MEM 13800.332031 1772130341.0022
MEM 13812.332031 1772130341.1026
MEM 13812.332031 1772130341.2030
MEM 13879.332031 1772130341.3034
MEM 13879.332031 1772130341.4037
MEM 13909.656250 1772130341.5041
MEM 13955.656250 1772130341.6057
MEM 13957.656250 1772130341.7061
MEM 13957.656250 1772130341.8065
MEM 14009.656250 1772130341.9069
MEM 14014.656250 1772130342.0072
MEM 14063.656250 1772130342.1076
MEM 14103.656250 1772130342.2080
MEM 14107.656250 1772130342.3084
MEM 14107.656250 1772130342.4086
MEM 14107.656250 1772130342.5090
MEM 14119.156250 1772130342.6094
MEM 14131.656250 1772130342.7098
MEM 14195.656250 1772130342.8102
MEM 14249.656250 1772130342.9106
MEM 14297.656250 1772130343.0110
MEM 14299.656250 1772130343.1114
MEM 14299.656250 1772130343.2117
MEM 14299.656250 1772130343.3121
MEM 14303.656250 1772130343.4140
MEM 14366.656250 1772130343.5144
MEM 14367.656250 1772130343.6148
MEM 14408.035156 1772130343.7151
MEM 14468.035156 1772130343.8155
MEM 14482.035156 1772130343.9159
MEM 14482.035156 1772130344.0162
MEM 14511.035156 1772130344.1166
MEM 14520.035156 1772130344.2170
MEM 14567.035156 1772130344.3174
MEM 14632.035156 1772130344.4178
MEM 14656.035156 1772130344.5182
MEM 14656.035156 1772130344.6185
MEM 14656.035156 1772130344.7187
MEM 14656.035156 1772130344.8191
MEM 14668.035156 1772130344.9195
MEM 14670.535156 1772130345.0198
MEM 14732.035156 1772130345.1202
MEM 14746.035156 1772130345.2206
MEM 14810.542969 1772130345.3210
MEM 14846.542969 1772130345.4214
MEM 14852.542969 1772130345.5218
MEM 14852.542969 1772130345.6222
MEM 14902.542969 1772130345.7226
MEM 14906.042969 1772130345.8230
MEM 14958.542969 1772130345.9234
MEM 15024.542969 1772130346.0238
MEM 15040.542969 1772130346.1242
MEM 15064.542969 1772130346.2246
MEM 15064.542969 1772130346.3249
MEM 15064.542969 1772130346.4253
MEM 15094.542969 1772130346.5257
MEM 15106.542969 1772130346.6263
MEM 15128.542969 1772130346.7267
MEM 15134.542969 1772130346.8271
MEM 15174.542969 1772130346.9275
MEM 15192.542969 1772130347.0278
MEM 15196.542969 1772130347.1282
MEM 15196.542969 1772130347.2285
MEM 15196.542969 1772130347.3288
MEM 15227.042969 1772130347.4292
MEM 15253.542969 1772130347.5296
MEM 15281.542969 1772130347.6300
MEM 15357.871094 1772130347.7304
MEM 15387.871094 1772130347.8308
MEM 15395.871094 1772130347.9311
MEM 15395.871094 1772130348.0315
MEM 15425.871094 1772130348.1318
MEM 15445.871094 1772130348.2322
MEM 15503.871094 1772130348.3327
MEM 15557.871094 1772130348.4330
MEM 15561.871094 1772130348.5334
MEM 15561.871094 1772130348.6338
MEM 15567.871094 1772130348.7342
MEM 15567.871094 1772130348.8344
MEM 15574.371094 1772130348.9348
MEM 15631.871094 1772130349.0352
MEM 15653.871094 1772130349.1356
MEM 15691.203125 1772130349.2360
MEM 15725.203125 1772130349.3364
MEM 15763.203125 1772130349.4368
MEM 15787.203125 1772130349.5372
MEM 15829.203125 1772130349.6375
MEM 15855.203125 1772130349.7378
MEM 15875.203125 1772130349.8382
MEM 15875.203125 1772130349.9386
MEM 15891.703125 1772130350.0390
MEM 15905.203125 1772130350.1394
MEM 15953.203125 1772130350.2398
MEM 16011.203125 1772130350.3402
MEM 16059.203125 1772130350.4406
MEM 16103.203125 1772130350.5410
MEM 16142.531250 1772130350.6414
MEM 16142.531250 1772130350.7418
MEM 16142.531250 1772130350.8421
MEM 16158.531250 1772130350.9425
MEM 16182.531250 1772130351.0445
MEM 16222.531250 1772130351.1448
MEM 16232.531250 1772130351.2452
MEM 16290.531250 1772130351.3456
MEM 16328.531250 1772130351.4460
MEM 16382.531250 1772130351.5464
MEM 16382.531250 1772130351.6467
MEM 16418.531250 1772130351.7471
MEM 16452.531250 1772130351.8475
MEM 16506.531250 1772130351.9478
MEM 16526.531250 1772130352.0482
MEM 16526.531250 1772130352.1486
MEM 16542.531250 1772130352.2490
MEM 16546.531250 1772130352.3494
MEM 16607.531250 1772130352.4498
MEM 16647.859375 1772130352.5502
MEM 16705.859375 1772130352.6506
MEM 16761.859375 1772130352.7510
MEM 16787.859375 1772130352.8514
MEM 16807.859375 1772130352.9517
MEM 16810.359375 1772130353.0521
MEM 16851.359375 1772130353.1525
MEM 16851.359375 1772130353.2528
MEM 16851.359375 1772130353.3532
MEM 16871.859375 1772130353.4535
MEM 16871.859375 1772130353.5538
MEM 16919.859375 1772130353.6542
MEM 16951.859375 1772130353.7546
MEM 16961.859375 1772130353.8550
MEM 16961.859375 1772130353.9553
MEM 16961.859375 1772130354.0557
MEM 16993.859375 1772130354.1561
MEM 17001.859375 1772130354.2564
MEM 17052.859375 1772130354.3568
MEM 17085.187500 1772130354.4572
MEM 17125.187500 1772130354.5576
MEM 17139.187500 1772130354.6580
MEM 17161.187500 1772130354.7590
MEM 17215.187500 1772130354.8594
MEM 17217.187500 1772130354.9597
MEM 17223.187500 1772130355.0600
MEM 17225.187500 1772130355.1603
MEM 17227.187500 1772130355.2605
MEM 17245.187500 1772130355.3609
MEM 17291.187500 1772130355.4612
MEM 17329.187500 1772130355.5616
MEM 17365.187500 1772130355.6620
MEM 17391.187500 1772130355.7624
MEM 17397.187500 1772130355.8628
MEM 17427.187500 1772130355.9632
MEM 17427.187500 1772130356.0634
MEM 17427.187500 1772130356.1638
MEM 17469.187500 1772130356.2642
MEM 17469.187500 1772130356.3644
MEM 17493.687500 1772130356.4648
MEM 17564.054688 1772130356.5652
MEM 17610.054688 1772130356.6656
MEM 17610.054688 1772130356.7660
MEM 17618.054688 1772130356.8664
MEM 17644.054688 1772130356.9667
MEM 17692.054688 1772130357.0675
MEM 17766.054688 1772130357.1678
MEM 17808.054688 1772130357.2682
MEM 17906.054688 1772130357.3686
MEM 17934.054688 1772130357.4690
MEM 17936.054688 1772130357.5693
MEM 17946.054688 1772130357.6699
MEM 17946.054688 1772130357.7703
MEM 17946.054688 1772130357.8706
MEM 18000.054688 1772130357.9710
MEM 18010.554688 1772130358.0714
MEM 18032.054688 1772130358.1718
MEM 18122.054688 1772130358.2722
MEM 18178.054688 1772130358.3726
MEM 18224.054688 1772130358.4743
MEM 18224.054688 1772130358.5745
MEM 18278.054688 1772130358.6749
MEM 18334.054688 1772130358.7753
MEM 18424.054688 1772130358.8757
MEM 18500.054688 1772130358.9761
MEM 18526.054688 1772130359.0765
MEM 18526.054688 1772130359.1768
MEM 18546.054688 1772130359.2772
MEM 18546.054688 1772130359.3775
MEM 18610.054688 1772130359.4778
MEM 18674.054688 1772130359.5782
MEM 18714.054688 1772130359.6786
MEM 18778.054688 1772130359.7790
MEM 18816.054688 1772130359.8794
MEM 18836.054688 1772130359.9798
MEM 18856.054688 1772130360.0802
MEM 18860.054688 1772130360.1806
MEM 18866.054688 1772130360.2810
MEM 18866.054688 1772130360.3813
MEM 18866.054688 1772130360.4817
MEM 18866.054688 1772130360.5820
MEM 18924.054688 1772130360.6824
MEM 18926.054688 1772130360.7828
MEM 18970.054688 1772130360.8832
MEM 18994.054688 1772130360.9837
