CMDLINE /oscar/home/ndilullo/work/tensorflow.venv/bin/python memprof.py
MEM 1719.140625 1772130625.3374
MEM 1719.140625 1772130625.4378
MEM 1719.140625 1772130625.5382
MEM 1739.371094 1772130625.6386
MEM 1765.371094 1772130625.7390
MEM 1791.371094 1772130625.8393
MEM 1817.371094 1772130625.9397
MEM 1843.371094 1772130626.0400
MEM 1867.371094 1772130626.1404
MEM 1893.371094 1772130626.2407
MEM 1919.371094 1772130626.3411
MEM 1945.371094 1772130626.4415
MEM 1971.371094 1772130626.5418
MEM 1997.371094 1772130626.6424
MEM 2023.371094 1772130626.7427
MEM 2049.371094 1772130626.8431
MEM 2075.371094 1772130626.9434
MEM 2101.371094 1772130627.0438
MEM 2110.871094 1772130627.1442
MEM 2110.871094 1772130627.2446
MEM 2110.871094 1772130627.3450
MEM 2125.812500 1772130627.4454
MEM 2151.812500 1772130627.5458
MEM 2177.812500 1772130627.6461
MEM 2203.812500 1772130627.7465
MEM 2229.812500 1772130627.8468
MEM 2255.812500 1772130627.9472
MEM 2281.812500 1772130628.0475
MEM 2305.812500 1772130628.1478
MEM 2331.812500 1772130628.2482
MEM 2357.812500 1772130628.3485
MEM 2383.812500 1772130628.4488
MEM 2409.812500 1772130628.5492
MEM 2435.812500 1772130628.6495
MEM 2461.812500 1772130628.7498
MEM 2487.812500 1772130628.8501
MEM 2513.812500 1772130628.9505
MEM 2526.312500 1772130629.0508
MEM 2526.312500 1772130629.1512
MEM 2526.312500 1772130629.2517
MEM 2544.652344 1772130629.3520
MEM 2570.652344 1772130629.4524
MEM 2596.652344 1772130629.5528
MEM 2622.652344 1772130629.6531
MEM 2648.652344 1772130629.7535
MEM 2674.652344 1772130629.8538
MEM 2700.652344 1772130629.9542
MEM 2726.652344 1772130630.0545
MEM 2752.652344 1772130630.1548
MEM 2776.652344 1772130630.2552
MEM 2802.652344 1772130630.3555
MEM 2828.652344 1772130630.4558
MEM 2854.652344 1772130630.5561
MEM 2880.652344 1772130630.6565
MEM 2906.652344 1772130630.7568
MEM 2932.652344 1772130630.8571
MEM 2942.152344 1772130630.9575
MEM 2942.152344 1772130631.0579
MEM 2942.152344 1772130631.1583
MEM 2953.902344 1772130631.2587
MEM 2979.902344 1772130631.3590
MEM 3005.902344 1772130631.4594
MEM 3031.902344 1772130631.5597
MEM 3057.902344 1772130631.6601
MEM 3083.902344 1772130631.7604
MEM 3109.902344 1772130631.8608
MEM 3135.902344 1772130631.9612
MEM 3161.902344 1772130632.0615
MEM 3187.902344 1772130632.1618
MEM 3213.902344 1772130632.2622
MEM 3239.902344 1772130632.3625
MEM 3265.902344 1772130632.4628
MEM 3291.902344 1772130632.5632
MEM 3317.902344 1772130632.6635
MEM 3343.902344 1772130632.7638
MEM 3369.902344 1772130632.8642
MEM 3370.402344 1772130632.9646
MEM 3370.402344 1772130633.0650
MEM 3370.402344 1772130633.1654
MEM 3374.773438 1772130633.2658
MEM 3398.957031 1772130633.3661
MEM 3424.957031 1772130633.4665
MEM 3450.957031 1772130633.5668
MEM 3476.957031 1772130633.6672
MEM 3502.957031 1772130633.7675
MEM 3528.957031 1772130633.8678
MEM 3554.957031 1772130633.9682
MEM 3580.957031 1772130634.0685
MEM 3606.957031 1772130634.1688
MEM 3632.957031 1772130634.2692
MEM 3658.957031 1772130634.3695
MEM 3684.957031 1772130634.4698
MEM 3710.957031 1772130634.5702
MEM 3736.957031 1772130634.6705
MEM 3762.957031 1772130634.7708
MEM 3785.957031 1772130634.8711
MEM 3785.957031 1772130634.9715
MEM 3785.957031 1772130635.0719
MEM 3785.957031 1772130635.1723
MEM 3810.121094 1772130635.2727
MEM 3836.121094 1772130635.3730
MEM 3862.121094 1772130635.4734
MEM 3888.121094 1772130635.5738
MEM 3914.121094 1772130635.6741
MEM 3940.121094 1772130635.7745
MEM 3966.121094 1772130635.8748
MEM 3992.121094 1772130635.9752
MEM 4018.121094 1772130636.0755
MEM 4044.121094 1772130636.1758
MEM 4070.121094 1772130636.2762
MEM 4096.121094 1772130636.3765
MEM 4122.121094 1772130636.4768
MEM 4148.121094 1772130636.5772
MEM 4174.121094 1772130636.6775
MEM 4200.121094 1772130636.7778
MEM 4220.121094 1772130636.8781
MEM 4220.121094 1772130636.9786
MEM 4220.121094 1772130637.0790
MEM 4220.121094 1772130637.1795
MEM 4235.074219 1772130637.2798
MEM 4261.074219 1772130637.3802
MEM 4287.074219 1772130637.4805
MEM 4313.074219 1772130637.5808
MEM 4337.074219 1772130637.6812
MEM 4363.074219 1772130637.7816
MEM 4389.074219 1772130637.8819
MEM 4415.074219 1772130637.9823
MEM 4441.074219 1772130638.0826
MEM 4467.074219 1772130638.1830
MEM 4493.074219 1772130638.2834
MEM 4517.074219 1772130638.3837
MEM 4543.074219 1772130638.4841
MEM 4567.074219 1772130638.5845
MEM 4593.074219 1772130638.6848
MEM 4619.074219 1772130638.7852
MEM 4624.074219 1772130638.8856
MEM 4624.074219 1772130638.9861
MEM 4624.074219 1772130639.0865
MEM 4643.632812 1772130639.1868
MEM 4669.632812 1772130639.2872
MEM 4691.632812 1772130639.3875
MEM 4717.632812 1772130639.4878
MEM 4743.632812 1772130639.5882
MEM 4769.632812 1772130639.6886
MEM 4795.632812 1772130639.7889
MEM 4819.632812 1772130639.8893
MEM 4845.632812 1772130639.9897
MEM 4871.632812 1772130640.0900
MEM 4897.632812 1772130640.1904
MEM 4923.632812 1772130640.2908
MEM 4949.632812 1772130640.3911
MEM 4975.632812 1772130640.4915
MEM 5001.632812 1772130640.5918
MEM 5027.632812 1772130640.6922
MEM 5045.632812 1772130640.7925
MEM 5045.632812 1772130640.8929
MEM 5045.632812 1772130640.9933
MEM 5051.945312 1772130641.0937
MEM 5075.945312 1772130641.1941
MEM 5101.945312 1772130641.2944
MEM 5127.945312 1772130641.3948
MEM 5153.945312 1772130641.4952
MEM 5179.945312 1772130641.5955
MEM 5205.945312 1772130641.6958
MEM 5231.945312 1772130641.7962
MEM 5259.945312 1772130641.8965
MEM 5285.945312 1772130641.9968
MEM 5311.945312 1772130642.0972
MEM 5337.945312 1772130642.1975
MEM 5363.945312 1772130642.2978
MEM 5389.945312 1772130642.3982
MEM 5415.945312 1772130642.4985
MEM 5441.945312 1772130642.5988
MEM 5467.945312 1772130642.6992
MEM 5482.945312 1772130642.7995
MEM 5482.945312 1772130642.8999
MEM 5482.945312 1772130643.0003
MEM 5489.406250 1772130643.1007
MEM 5515.414062 1772130643.2010
MEM 5541.480469 1772130643.3014
MEM 5567.480469 1772130643.4018
MEM 5593.480469 1772130643.5021
MEM 5619.480469 1772130643.6025
MEM 5645.480469 1772130643.7028
MEM 5671.480469 1772130643.8032
MEM 5697.480469 1772130643.9035
MEM 5723.480469 1772130644.0038
MEM 5749.480469 1772130644.1042
MEM 5775.480469 1772130644.2045
MEM 5801.488281 1772130644.3048
MEM 5827.488281 1772130644.4052
MEM 5853.488281 1772130644.5055
MEM 5879.488281 1772130644.6058
MEM 5905.488281 1772130644.7062
MEM 5913.988281 1772130644.8066
MEM 5913.988281 1772130644.9070
MEM 5913.988281 1772130645.0074
MEM 5936.343750 1772130645.1078
MEM 5962.343750 1772130645.2082
MEM 5988.343750 1772130645.3085
MEM 6014.343750 1772130645.4088
MEM 6040.343750 1772130645.5092
MEM 6068.343750 1772130645.6095
MEM 6094.343750 1772130645.7098
MEM 6120.343750 1772130645.8102
MEM 6146.343750 1772130645.9106
MEM 6172.343750 1772130646.0109
MEM 6198.343750 1772130646.1113
MEM 6224.343750 1772130646.2116
MEM 6252.343750 1772130646.3120
MEM 6278.343750 1772130646.4124
MEM 6304.343750 1772130646.5127
MEM 6330.343750 1772130646.6131
MEM 6356.343750 1772130646.7135
MEM 6366.343750 1772130646.8138
MEM 6366.343750 1772130646.9142
MEM 6366.343750 1772130647.0147
MEM 6386.953125 1772130647.1150
MEM 6412.953125 1772130647.2154
MEM 6438.953125 1772130647.3157
MEM 6464.953125 1772130647.4161
MEM 6490.953125 1772130647.5165
MEM 6516.953125 1772130647.6168
MEM 6542.953125 1772130647.7172
MEM 6568.953125 1772130647.8175
MEM 6594.953125 1772130647.9178
MEM 6620.953125 1772130648.0182
MEM 6646.953125 1772130648.1185
MEM 6674.953125 1772130648.2188
MEM 6700.953125 1772130648.3192
MEM 6726.953125 1772130648.4195
MEM 6752.953125 1772130648.5198
MEM 6778.953125 1772130648.6202
MEM 6791.453125 1772130648.7206
MEM 6791.453125 1772130648.8210
MEM 6791.453125 1772130648.9214
MEM 6802.195312 1772130649.0218
MEM 6828.195312 1772130649.1221
MEM 6854.199219 1772130649.2225
MEM 6880.199219 1772130649.3228
MEM 6906.199219 1772130649.4232
MEM 6932.199219 1772130649.5235
MEM 6958.199219 1772130649.6238
MEM 6984.203125 1772130649.7242
MEM 7010.203125 1772130649.8245
MEM 7036.203125 1772130649.9248
MEM 7062.203125 1772130650.0252
MEM 7088.203125 1772130650.1255
MEM 7114.203125 1772130650.2258
MEM 7140.203125 1772130650.3262
MEM 7166.203125 1772130650.4265
MEM 7192.203125 1772130650.5268
MEM 7220.203125 1772130650.6272
MEM 7228.703125 1772130650.7275
MEM 7228.703125 1772130650.8279
MEM 7228.703125 1772130650.9283
MEM 7246.414062 1772130651.0287
MEM 7272.414062 1772130651.1291
MEM 7298.414062 1772130651.2294
MEM 7324.414062 1772130651.3298
MEM 7350.414062 1772130651.4301
MEM 7376.414062 1772130651.5305
MEM 7402.414062 1772130651.6308
MEM 7428.414062 1772130651.7312
MEM 7454.414062 1772130651.8315
MEM 7480.414062 1772130651.9318
MEM 7506.414062 1772130652.0322
MEM 7532.414062 1772130652.1325
MEM 7558.414062 1772130652.2328
MEM 7584.414062 1772130652.3331
MEM 7610.414062 1772130652.4335
MEM 7636.414062 1772130652.5338
MEM 7644.414062 1772130652.6342
MEM 7644.414062 1772130652.7346
MEM 7644.414062 1772130652.8350
MEM 7658.207031 1772130652.9354
MEM 7684.207031 1772130653.0358
MEM 7710.210938 1772130653.1361
MEM 7736.210938 1772130653.2365
MEM 7762.210938 1772130653.3368
MEM 7788.210938 1772130653.4371
MEM 7814.210938 1772130653.5375
MEM 7840.210938 1772130653.6378
MEM 7866.210938 1772130653.7382
MEM 7892.210938 1772130653.8385
MEM 7918.210938 1772130653.9388
MEM 7944.210938 1772130654.0392
MEM 7970.210938 1772130654.1395
MEM 7996.210938 1772130654.2398
MEM 8022.210938 1772130654.3402
MEM 8048.210938 1772130654.4405
MEM 8057.210938 1772130654.5408
MEM 8057.210938 1772130654.6413
MEM 8057.210938 1772130654.7417
MEM 8065.894531 1772130654.8421
MEM 8091.902344 1772130654.9424
MEM 8117.902344 1772130655.0428
MEM 8143.902344 1772130655.1432
MEM 8169.902344 1772130655.2436
MEM 8195.902344 1772130655.3439
MEM 8221.902344 1772130655.4443
MEM 8247.902344 1772130655.5447
MEM 8273.902344 1772130655.6450
MEM 8299.902344 1772130655.7454
MEM 8325.902344 1772130655.8457
MEM 8351.902344 1772130655.9461
MEM 8377.902344 1772130656.0467
MEM 8403.902344 1772130656.1471
MEM 8429.902344 1772130656.2474
MEM 8455.902344 1772130656.3478
MEM 8466.902344 1772130656.4482
MEM 8475.589844 1772130656.5485
MEM 8501.589844 1772130656.6488
MEM 8527.589844 1772130656.7492
MEM 8553.589844 1772130656.8495
MEM 8579.589844 1772130656.9498
MEM 8605.589844 1772130657.0502
MEM 8631.593750 1772130657.1506
MEM 8657.593750 1772130657.2509
MEM 8683.593750 1772130657.3513
MEM 8709.593750 1772130657.4516
MEM 8735.593750 1772130657.5520
MEM 8759.593750 1772130657.6524
MEM 8785.593750 1772130657.7527
MEM 8811.593750 1772130657.8531
MEM 8837.593750 1772130657.9535
MEM 8863.593750 1772130658.0538
MEM 9102.968750 1772130658.1542
MEM 9697.023438 1772130658.2546
MEM 10234.683594 1772130658.3551
MEM 10814.878906 1772130658.4554
MEM 11408.207031 1772130658.5558
MEM 11993.664062 1772130658.6563
MEM 12520.253906 1772130658.7567
MEM 13129.585938 1772130658.8571
MEM 13718.914062 1772130658.9575
MEM 14288.238281 1772130659.0579
MEM 14805.125000 1772130659.1582
MEM 15380.453125 1772130659.2586
MEM 15985.785156 1772130659.3590
MEM 16349.113281 1772130659.4597
MEM 16457.113281 1772130659.5601
MEM 16598.441406 1772130659.6605
MEM 16756.441406 1772130659.7608
MEM 16896.441406 1772130659.8612
MEM 17101.769531 1772130659.9617
MEM 17341.769531 1772130660.0621
MEM 17602.636719 1772130660.1625
MEM 17842.636719 1772130660.2644
MEM 18112.636719 1772130660.3648
MEM 18378.636719 1772130660.4652
MEM 18686.636719 1772130660.5656
MEM 18994.636719 1772130660.6660
MEM 19254.636719 1772130660.7664
MEM 19536.636719 1772130660.8668
MEM 19808.636719 1772130660.9672
MEM 20098.636719 1772130661.0676
MEM 20360.636719 1772130661.1680
MEM 20644.636719 1772130661.2684
MEM 20976.636719 1772130661.3688
MEM 21314.636719 1772130661.4692
MEM 21628.636719 1772130661.5696
MEM 21906.636719 1772130661.6700
MEM 22228.636719 1772130661.7704
MEM 22510.636719 1772130661.8708
MEM 22600.636719 1772130661.9712
MEM 22600.636719 1772130662.0716
MEM 22600.636719 1772130662.1720
MEM 22664.636719 1772130662.2724
MEM 22664.636719 1772130662.3727
MEM 22702.636719 1772130662.4731
MEM 22736.636719 1772130662.5735
MEM 22760.636719 1772130662.6738
MEM 22784.636719 1772130662.7742
MEM 22784.636719 1772130662.8746
MEM 22830.636719 1772130662.9750
MEM 22843.636719 1772130663.0754
MEM 22864.636719 1772130663.1758
MEM 22864.636719 1772130663.2762
MEM 22928.636719 1772130663.3766
MEM 22928.636719 1772130663.4769
MEM 22934.636719 1772130663.5772
MEM 22944.636719 1772130663.6776
MEM 22975.136719 1772130663.7780
MEM 23002.636719 1772130663.8784
MEM 23032.636719 1772130663.9788
MEM 23034.636719 1772130664.0792
MEM 23034.636719 1772130664.1795
MEM 23068.636719 1772130664.2799
MEM 23068.636719 1772130664.3801
MEM 23124.636719 1772130664.4804
MEM 23132.636719 1772130664.5808
MEM 23134.636719 1772130664.6812
MEM 23134.636719 1772130664.7814
MEM 23142.636719 1772130664.8818
MEM 23142.636719 1772130664.9820
MEM 23158.636719 1772130665.0824
MEM 23206.636719 1772130665.1828
MEM 23206.636719 1772130665.2831
MEM 23228.636719 1772130665.3835
MEM 23244.636719 1772130665.4838
MEM 23278.636719 1772130665.5842
MEM 23290.636719 1772130665.6846
MEM 23322.636719 1772130665.7850
MEM 23322.636719 1772130665.8853
MEM 23322.636719 1772130665.9855
MEM 23322.636719 1772130666.0858
MEM 23342.636719 1772130666.1862
MEM 23366.636719 1772130666.2866
MEM 23366.636719 1772130666.3869
MEM 23366.636719 1772130666.4871
MEM 23366.636719 1772130666.5875
MEM 23406.636719 1772130666.6879
MEM 23406.636719 1772130666.7882
MEM 23410.636719 1772130666.8888
MEM 23410.636719 1772130666.9891
MEM 23410.636719 1772130667.0893
MEM 23410.636719 1772130667.1897
MEM 23414.636719 1772130667.2901
MEM 23454.636719 1772130667.3905
MEM 23454.636719 1772130667.4907
MEM 23454.636719 1772130667.5910
MEM 23454.636719 1772130667.6914
MEM 23470.636719 1772130667.7918
MEM 23477.636719 1772130667.8921
MEM 23498.636719 1772130667.9925
MEM 23498.636719 1772130668.0927
MEM 23498.636719 1772130668.1930
MEM 23498.636719 1772130668.2992
MEM 23534.636719 1772130668.3996
MEM 23534.636719 1772130668.5000
MEM 23542.636719 1772130668.6004
MEM 23542.636719 1772130668.7007
MEM 23542.636719 1772130668.8010
MEM 23542.636719 1772130668.9013
MEM 23586.636719 1772130669.0017
MEM 23586.636719 1772130669.1020
MEM 23586.636719 1772130669.2027
MEM 23586.636719 1772130669.3030
MEM 23586.636719 1772130669.4036
MEM 23598.636719 1772130669.5040
MEM 23598.636719 1772130669.6043
MEM 23630.636719 1772130669.7047
MEM 23630.636719 1772130669.8050
MEM 23630.636719 1772130669.9053
MEM 23630.636719 1772130670.0056
MEM 23662.636719 1772130670.1060
MEM 23662.636719 1772130670.2063
MEM 23674.636719 1772130670.3068
MEM 23674.636719 1772130670.4071
MEM 23674.636719 1772130670.5074
MEM 23674.636719 1772130670.6078
MEM 23718.636719 1772130670.7082
MEM 23718.636719 1772130670.8085
MEM 23718.636719 1772130670.9087
MEM 23718.636719 1772130671.0091
MEM 23718.636719 1772130671.1095
MEM 23726.636719 1772130671.2098
MEM 23726.636719 1772130671.3102
MEM 23762.636719 1772130671.4106
MEM 23762.636719 1772130671.5109
MEM 23762.636719 1772130671.6111
MEM 23762.636719 1772130671.7115
MEM 23790.636719 1772130671.8119
MEM 23790.636719 1772130671.9123
MEM 23806.636719 1772130672.0126
MEM 23806.636719 1772130672.1129
MEM 23806.636719 1772130672.2132
MEM 23806.636719 1772130672.3135
MEM 23850.636719 1772130672.4138
MEM 23850.636719 1772130672.5141
MEM 23850.636719 1772130672.6143
MEM 23850.636719 1772130672.7148
MEM 23854.636719 1772130672.8152
MEM 23863.136719 1772130672.9156
MEM 23894.636719 1772130673.0159
MEM 23894.636719 1772130673.1162
MEM 23894.636719 1772130673.2165
MEM 23896.136719 1772130673.3168
MEM 23918.636719 1772130673.4173
MEM 23938.636719 1772130673.5177
MEM 23938.636719 1772130673.6179
MEM 23938.636719 1772130673.7182
MEM 23938.636719 1772130673.8185
MEM 23938.636719 1772130673.9188
MEM 23982.636719 1772130674.0192
MEM 23982.636719 1772130674.1195
MEM 23982.636719 1772130674.2197
MEM 23982.636719 1772130674.3201
MEM 23982.636719 1772130674.4205
MEM 23990.636719 1772130674.5214
MEM 24026.636719 1772130674.6218
MEM 24026.636719 1772130674.7221
MEM 24026.636719 1772130674.8223
MEM 24026.636719 1772130674.9227
MEM 24046.636719 1772130675.0231
MEM 24070.636719 1772130675.1235
MEM 24070.636719 1772130675.2238
MEM 24070.636719 1772130675.3240
MEM 24070.636719 1772130675.4243
MEM 24070.636719 1772130675.5248
MEM 24110.636719 1772130675.6252
MEM 24114.636719 1772130675.7256
MEM 24114.636719 1772130675.8259
MEM 24114.636719 1772130675.9261
MEM 24114.636719 1772130676.0265
MEM 24114.636719 1772130676.1268
MEM 24158.636719 1772130676.2272
MEM 24158.636719 1772130676.3275
MEM 24158.636719 1772130676.4277
MEM 24158.636719 1772130676.5281
MEM 24174.636719 1772130676.6285
MEM 24174.636719 1772130676.7288
MEM 24202.636719 1772130676.8292
MEM 24202.636719 1772130676.9295
MEM 24202.636719 1772130677.0297
MEM 24202.636719 1772130677.1301
MEM 24238.636719 1772130677.2305
MEM 24246.636719 1772130677.3309
MEM 24246.636719 1772130677.4311
MEM 24246.636719 1772130677.5314
MEM 24246.636719 1772130677.6317
MEM 24246.636719 1772130677.7321
MEM 24290.636719 1772130677.8325
MEM 24290.636719 1772130677.9327
MEM 24290.636719 1772130678.0329
MEM 24290.636719 1772130678.1333
MEM 24290.636719 1772130678.2337
MEM 24302.636719 1772130678.3341
MEM 24329.636719 1772130678.4345
MEM 24334.636719 1772130678.5348
MEM 24334.636719 1772130678.6350
MEM 24334.636719 1772130678.7354
MEM 24365.136719 1772130678.8358
MEM 24366.636719 1772130678.9360
MEM 24378.636719 1772130679.0364
MEM 24378.636719 1772130679.1368
MEM 24378.636719 1772130679.2371
MEM 24378.636719 1772130679.3374
MEM 24395.136719 1772130679.4378
MEM 24422.636719 1772130679.5382
MEM 24422.636719 1772130679.6385
MEM 24422.636719 1772130679.7388
MEM 24430.636719 1772130679.8392
MEM 24430.636719 1772130679.9394
MEM 24466.636719 1772130680.0398
MEM 24466.636719 1772130680.1401
MEM 24466.636719 1772130680.2403
MEM 24466.636719 1772130680.3407
MEM 24466.636719 1772130680.4411
MEM 24494.636719 1772130680.5415
MEM 24510.636719 1772130680.6419
MEM 24510.636719 1772130680.7421
MEM 24510.636719 1772130680.8424
MEM 24510.636719 1772130680.9427
MEM 24554.636719 1772130681.0431
MEM 24554.636719 1772130681.1434
MEM 24554.636719 1772130681.2436
MEM 24554.636719 1772130681.3440
MEM 24558.636719 1772130681.4444
MEM 24590.636719 1772130681.5448
MEM 24598.636719 1772130681.6451
MEM 24598.636719 1772130681.7454
MEM 24598.636719 1772130681.8458
MEM 24598.636719 1772130681.9461
MEM 24622.636719 1772130682.0466
MEM 24642.636719 1772130682.1470
MEM 24642.636719 1772130682.2472
MEM 24642.636719 1772130682.3477
MEM 24642.636719 1772130682.4481
MEM 24642.636719 1772130682.5484
